-1.272334647000102223e+03,-9.263462269410778163e+02,-1.553771523466228018e+03
-1.141484209694049923e+03,-1.381278393246766427e+03,-1.132410891896437988e+03
-1.614697660224834408e+03,-1.321591585596558389e+03,-9.878640737293657139e+02
-1.002262949171880791e+03,-1.427760120926234777e+03,-1.273623407597511687e+03
-1.600752488536581495e+03,-1.277918042758694128e+03,-1.304721821660611567e+03
-1.539954798406839700e+03,-1.547871317642301847e+03,-1.501395650175461242e+03
-9.931878956084893844e+02,-1.503801152698075839e+03,-1.375306314673149245e+03
-1.381394800718517899e+03,-1.522648888191831929e+03,-1.191793075303342221e+03
-1.765623534326721938e+03,-1.451493621741175957e+03,-9.526283466500079840e+02
-1.241055682805176730e+03,-1.453845832917449343e+03,-1.139173864201105289e+03
-1.631146209526119492e+03,-1.137172600922719539e+03,-6.311975280700487474e+02
-1.687401014627406767e+03,-6.266040657514085979e+02,-8.853031996861084281e+02
-1.000041202087539432e+03,-1.586370205517753902e+03,-1.593476936634094727e+03
-1.196766798114544372e+03,-1.480297232385522875e+03,-1.340600945732660648e+03
-1.020519626186727237e+03,-6.830650698186733507e+02,-1.487268621067996264e+03
-9.632899711774231264e+02,-1.477671867464389379e+03,-1.659877527547617092e+03
-1.651693996626503804e+03,-1.280333775469952798e+03,-1.158088707466269625e+03
-1.625737781848773238e+03,-1.220579163210633396e+03,-9.702197109118375238e+02
-1.107183391351603404e+03,-7.355004050090913097e+02,-1.299917921953237055e+03
-1.273931867133464038e+03,-1.170172171236171607e+03,-1.488669414350318903e+03
-1.211473164235964077e+03,-5.996278538370224851e+02,-1.373686231609861579e+03
-8.465422175947010146e+02,-1.440124035898275679e+03,-1.553208619849465322e+03
-1.743579851941994093e+03,-9.818756555132418953e+02,-6.253269532901900902e+02
-1.796289925630972448e+03,-1.069822237939732531e+03,-5.029434835920430942e+02
-1.021115739945582050e+03,-1.196408686710130269e+03,-8.984898443762002671e+02
-1.565801841027170440e+03,-1.471271138557613085e+03,-1.473684924852027962e+03
-8.986365378049184756e+02,-1.070057664944108865e+03,-1.400322506542427391e+03
-1.527729983072438017e+03,-1.431079142017998265e+03,-7.478882075302966541e+02
-1.182995333428690856e+03,-1.219394612520828787e+03,-1.569117618217007021e+03
-9.819729856001306416e+02,-1.282729945975802138e+03,-1.209275132009726804e+03
-1.272514508168233306e+03,-8.836395987389977336e+02,-8.615375673179249816e+02
-1.064904735836222926e+03,-1.260233161465986313e+03,-1.260235110165763217e+03
-1.491584558070158664e+03,-8.302968261854582579e+02,-8.567136890077853195e+02
-1.774139242940156919e+03,-1.228759112840594753e+03,-1.570035589109955708e+03
-1.463166179932080240e+03,-8.444859679197273863e+02,-1.081515443716912614e+03
-9.765662107225816726e+02,-1.677488799175839176e+03,-1.159992318931399723e+03
-1.114400214751767180e+03,-1.191067969113729305e+03,-9.700981106455487861e+02
-1.042656539957387167e+03,-8.638626574015510187e+02,-1.368117272738810470e+03
-1.236348113064677136e+03,-1.182549194727430176e+03,-6.527013588502231869e+02
-1.591577967110001282e+03,-1.466817465449649490e+03,-1.650365690665308875e+03
-1.258784312612317535e+03,-1.072721298079248754e+03,-1.224448413458169171e+03
-1.400480545567681020e+03,-1.692253805195787891e+03,-8.628910805227735636e+02
-1.666613578500764106e+03,-1.174122001330980083e+03,-1.025672122463405458e+03
-1.097798692171737912e+03,-6.270816681883947012e+02,-8.234872045232943947e+02
-1.340617144653517016e+03,-9.791284152590632175e+02,-1.245150446074762840e+03
-1.370011720775454933e+03,-9.603424810400848628e+02,-1.412435153432464176e+03
-1.075198393501013925e+03,-1.259050891861460514e+03,-4.612409143042448250e+02
-8.796720368835028694e+02,-7.499248231732019576e+02,-7.664703233293315634e+02
-1.579575392210223299e+03,-1.274763768997049965e+03,-6.271191748752037256e+02
-1.690116970125141506e+03,-3.777779834183130561e+02,-6.809318591276986581e+02
-1.046887436791106666e+03,-1.568178279683247411e+03,-1.478567147172508385e+03
-1.459566318083590659e+03,-6.270745826764632511e+02,-1.548497035976343795e+03
-9.760002124222128259e+02,-9.589558167021333475e+02,-1.255093174305596904e+03
-1.054878507706678874e+03,-1.084962024416430950e+03,-8.632945654428501712e+02
-1.314123058590473420e+03,-1.160273755729803725e+03,-1.623178008114455906e+03
-1.663514680450387232e+03,-6.273172720520021812e+02,-7.495019607087707527e+02
-1.019633387125702711e+03,-1.363638160811934313e+03,-7.507446840186728423e+02
-8.733803056704041410e+02,-1.304283476168130846e+03,-1.167605529891192418e+03
-1.452511165679342639e+03,-1.082505926114114118e+03,-1.556591068297160746e+03
-8.997963534820628411e+02,-5.133175401783357756e+02,-1.518902834580715535e+03
-1.312719445631051713e+03,-1.370979590871683740e+03,-8.633401788838957600e+02
-1.075995108547362406e+03,-1.543013566989953915e+03,-1.533854537652675617e+03
-1.092863154689024441e+03,-1.273720276260806941e+03,-1.296479645849070721e+03
-1.730800164922271506e+03,-1.184512537069133941e+03,-1.504372081201913261e+03
-1.258242678159291472e+03,-1.023032731023571046e+03,-1.353283677062335755e+03
-1.790368435030615274e+03,-1.308452389229800247e+03,-1.153933888773832223e+03
-9.941027039194898407e+02,-1.517986386907182350e+03,-1.168966687427501938e+03
-8.684614713623185480e+02,-9.705576219665596227e+02,-1.176955750435344953e+03
-9.113059790264732101e+02,-1.611173291745128154e+03,-1.510534025824384798e+03
-8.669851169150410897e+02,-9.700989576651240895e+02,-1.441725490880752659e+03
-1.178490839538424552e+03,-1.327249907689632209e+03,-1.552652873784121539e+03
-1.177543124899269742e+03,-1.430361801609456734e+03,-8.445747315255999865e+02
-1.284480330878584027e+03,-6.380297759111874711e+02,-8.629073603280767202e+02
-1.082103844321910401e+03,-1.545941751316836189e+03,-1.682805106249998971e+03
