-1.181922715421917474e+03,-1.187427424917560529e+03,-1.743527093259167941e+03
-1.013545391143233246e+03,-1.442919765648648081e+03,-1.591117335765775351e+03
-9.673685097612624304e+02,-1.571373137323364290e+03,-1.265516685111666447e+03
-1.184014258328522601e+03,-1.308045129286334713e+03,-1.360070424739698865e+03
-9.064105906122522356e+02,-1.169205887457947711e+03,-1.341869628813784175e+03
-1.170627567962834064e+03,-1.224638213950841191e+03,-1.075745543811550988e+03
-1.231858287085250595e+03,-1.338850033968560183e+03,-1.200060719182747334e+03
-1.258969301425797084e+03,-1.358754666660303656e+03,-1.581055431886521774e+03
-1.575599516513435901e+03,-1.375137284081179359e+03,-1.439033495006439807e+03
-1.068890930348306028e+03,-1.378087180726511860e+03,-1.440779010454014497e+03
-8.490505802292186672e+02,-1.280668154526392527e+03,-1.398948307379581593e+03
-1.774809093408271792e+03,-9.737780304880567428e+02,-1.401728637062194139e+03
-1.613045402528245177e+03,-1.233186515606309740e+03,-1.317611630790632262e+03
-1.355381222765597840e+03,-1.163685145765261268e+03,-1.294239912844692526e+03
-1.180193241885036059e+03,-1.024337000159392119e+03,-1.344380382683267499e+03
-9.397904506148157679e+02,-1.064597344247189312e+03,-1.243548222381403775e+03
-1.751266113909962542e+03,-1.323506734719884207e+03,-1.335340582377901001e+03
-1.498587191113423614e+03,-1.441199359347399422e+03,-1.280964585253191672e+03
-1.088592459552728542e+03,-1.277707686469312875e+03,-1.183883374836364055e+03
-9.104184620624275794e+02,-1.217846221014769299e+03,-1.024345270364334738e+03
-9.414074151136409228e+02,-1.664029004944154167e+03,-8.785422899803555765e+02
-9.975340092369189051e+02,-1.461923513138685394e+03,-9.206993113141008962e+02
-1.048481073623633165e+03,-1.562710231558812893e+03,-9.427537720556456406e+02
-9.738362454972209434e+02,-1.355619406103921619e+03,-9.694349539794229713e+02
-1.229265354936375388e+03,-1.395954755785644693e+03,-1.047284770292803159e+03
-1.220724442130162743e+03,-1.435146918162661223e+03,-1.263209863419437397e+03
-1.201979027569653454e+03,-1.552894060462774178e+03,-1.240082710477514411e+03
