-1216.0976906215747,-1646.0867869704339
-1552.504894373181,-1224.7016218344577
-1458.8571000769407,-1221.404227514116
-1349.122157447159,-1427.8672108847325
-1006.7000375439724,-1758.463576783193
-1279.1559079934882,-1162.3394260053788
-1302.1797289412477,-1606.0161671350386
-1404.5415643171139,-1509.041922621899
-1564.218455407605,-1576.6527022944806
-1446.2739773131586,-1394.8834721456356
-1539.3039554482816,-1548.588763036739
-1535.5081160782086,-1357.9505808660963
-1533.906203304217,-1273.4247773903412
-1473.3433046843925,-1430.3640550552768
-1088.638940222943,-1582.0518531833698
-913.1170002263697,-1550.0275478078345
-921.4275222930968,-6.868359164847488
-1224.475989248908,-1273.0137438269742
-1239.8707511531252,-1436.5733560153403
-1270.4986889229765,-1307.4188349173335
-643.9059466225748,-968.4313567042024
-892.0175432965109,-1551.6846338031269
-1295.0626433007235,-1154.1397697224802
-1376.2940957813205,-1316.8974156698691
-1215.1607079907967,-1255.724249082803
-641.8975583225618,-790.3651792431865
-1399.8840643282033,-1363.8422799749585
-1405.125001240983,-1233.8133496154776
-918.1766351433088,-1139.9440565924026
-1522.1501140892633,-1542.3285715005118
-1034.1646918853319,-1292.6636042592818
-1352.813887419875,-1225.86813317398
-1353.820547835902,-1114.3260524589066
-1345.9786510110184,-1234.6722968871165
-1212.494539262293,-1211.7735213855983
-1456.5827635371688,-1140.9323971798362
-1241.2485594876784,-944.5331289839592
-1324.0167741918472,-1054.4709333846579
-1406.068021902887,-1077.0226312668908
-1221.1092913477828,-1203.342623745835
-1348.7964382846817,-1018.1998664020773
-1063.0725371936558,-1068.9714668572155
-388.10379051304017,-4.194687960859332
-1197.233495984957,-1276.3154921200646
-1298.9420433464857,-1052.6163053341243
-1228.5229499740346,-1075.2258913722576
-1283.904452857525,-1193.0495482799183
-1218.5514818000304,-1075.6758205869323
-1271.8355427462682,-1048.4759728960005
-1101.5879780562789,-1041.158622133212
-1054.7212077019908,-1192.0446084216856
-1026.8517578027502,-1152.392374679923
-1021.0518570384943,-1013.4518865373237
-888.4551672438703,-2.3310383112837325
-728.9524067798193,-1403.2732371065701
-949.7992190692282,-1035.6753115578144
-379.39770635532466,-980.501462784392
-874.9389525133973,-1242.689347542991
-508.9621540189638,-979.1358072114681
-740.606129479694,-905.7092993250443
-866.0104183699284,-922.8853181738147
-752.3977305765458,-952.918206660334
-870.5595431533928,-920.7184519877286
-982.7726028411037,-941.0042672841313
-1156.5341310215754,-918.4860695192577
-884.0664937142419,-1194.6865956818392
-1003.8083325322216,-926.8081093874913
-981.9576233253473,-2.0272444167351344
-753.9511659140775,-899.174293855526
-905.0260674219172,-913.6052066698422
-1191.9514607869812,-936.4760357845914
-947.7950383414759,-916.8629238969921
-1040.1997052697511,-953.8599573234571
-915.1021015388103,-829.8829423614245
-905.7567572301219,-800.6634853324963
-773.1176814877846,-830.3045024319731
-1078.369248673046,-952.8939830231589
-512.8436363248308,-810.8618910043134
-390.3310853601065,-1035.7974797489715
-370.1491772767856,-905.4398388852155
-127.57124327844478,-790.4938285904485
-891.6120807433759,-786.0871268305377
-1088.1640134548923,-785.0926284182433
-1008.9592211576079,-1039.9672285393751
-885.9419995658999,-1.0115570083604948
-1283.2881476549462,-971.7948544221521
-764.655663464527,-921.5530214340687
-267.96315694503136,-798.86808262353
-331.07117541143697,-1.0389197044694176
-634.3540702029926,-820.1235800588415
-505.91541485110486,-2.2193082636215
-635.929936755313,-0.9483504594307054
-528.1714134427941,-814.1880224149982
-503.96098277761007,-981.5842607936219
-2.8848504227394236,-671.923069987804
-625.6629758123177,-922.5320345526666
-598.5322195316032,-0.8654762289170542
-128.32334400907916,-995.6702489839362
-1.8353219151684705,-1095.5672296416076
-256.5469945090367,-790.4489418870945
-1.3591686977228836,-1162.2856966201862
-118.8334538423814,-397.3738453734445
-126.34347495525421,-792.4751650973031
-244.40781837396764,-1096.7241602188187
-120.14800473947601,-925.4964159429953
-923.7465989748259,-843.8628702180542
-0.9352837352312443,-397.2409781542539
-129.4560412287999,-677.0621778862192
-548.050436774239,-2.685528290419575
-370.9748831214248,-928.3748108609715
-126.61294249934691,-967.0553159524117
-253.90485133992917,-400.3670521332526
-368.20605394671804,-829.6855352583592
-1141.767732258189,-847.3216047399666
-1454.746067414929,-1132.0343666448389
-1455.0781457103928,-1132.4275858948974
-1227.7358600895102,-1328.6522036000154
-1272.0564859370945,-931.0685810415863
-122.81296435905911,-544.9515747656477
-128.8856671467933,-786.8245088257079
-912.5246944488055,-1055.601737902167
-649.5875194821799,-936.5517137745829
-1249.1208031361898,-1010.1782816242022
-121.9819470277717,-1025.0566062035903
-1299.9068271081744,-1.4262467716801988
-1.5262653223717024,-996.8902156355109
-1233.3437398766648,-797.8972656666848
-1.6955068647781129,-794.4322529896825
-1088.4337806010797,-3.829504803523336
-1260.8123194335135,-1.4504969767792604
-1242.3040868083995,-942.1949268837689
-1186.6658332772884,-841.2004729215441
-129.87181001333082,-818.9722710449015
-1167.5646981188124,-999.550323231205
-127.04540579245655,-3.9828548284318392
-2.2445441903355166,-796.8469958791677
-263.03154851296046,-822.1569589766499
-128.59011703027574,-920.9131157261353
-1146.3850805691911,-1.9007990415110787
-129.32438521474523,-823.1911479560672
-1050.0016228769848,-2.2742360624245412
-371.24314613873855,-837.0248532813981
-253.52610912425345,-1156.3124893611914
-126.88908680969809,-796.0390658510449
-376.17092595050417,-762.135732768179
-500.81979279051166,-998.01111079882
-908.0515629504404,-1157.402070310152
-513.7154399888495,-400.42616205377414
-513.090531039098,-925.1103299654384
-879.1724408406988,-1.5458568774798502
-254.38589418944585,-755.8580667397559
-877.2444812393169,-796.6330928825787
-119.31372497183038,-786.3935352761299
-380.16944743832994,-2.6697219281051185
-129.40356187634524,-4.976913615199856
-118.27615879980156,-948.2283392327195
-776.4932289958958,-816.3549729039827
-929.4758517787166,-996.4065933294114
-2.4744691409630843,-893.780087789995
-879.6857118385375,-807.1243418395906
-1177.7146049657701,-4.170295953407203
-272.76479368860157,-965.616319883671
-811.3215776779141,-1.714985532161898
-119.30247468398628,-972.5813434765263
-625.179149857441,-801.4328444279143
-380.77997561229444,-1081.569146142489
-257.1572210359514,-1.4591125583247522
-127.73250072747068,-550.3947082186266
-257.2454326294959,-809.4028848460358
-257.7366274609279,-817.1213649216328
-489.9882295065047,-1201.795004238061
-127.98259410168194,-271.33310938160946
-253.59475840608965,-808.7164389284936
-126.97890934430856,-939.6094596406332
-497.7000293317311,-1304.6203606263002
-243.00090647039994,-836.3700473839544
-255.21808214559218,-1010.871257018305
-467.97485356528995,-803.6199550406718
-3.5024990295722316,-947.8013500543814
-1.1408835664293728,-824.5013799962521
-243.95108557477894,-974.9419123236587
-249.27435440673557,-1099.086579148137
-127.48911289047608,-850.3317681816313
-238.76695629717656,-807.5481056948628
-1510.0221849123252,-937.0680729518231
-1552.148045549066,-1.6040617107828514
-1508.0510837718386,-1029.733307321184
-1435.1888105942828,-795.1178007591323
-404.82140603698986,-734.4259438179323
-344.52252204950025,-811.9298118857738
-266.41397897110886,-992.7570910972483
-119.69655195298778,-1497.6397658762028
-124.48963104703601,-3.2133858420385373
-126.50392695282481,-980.5710992576753
-128.07142984697742,-801.2439395758188
-400.9204314650893,-979.8383399988699
-121.5298916123701,-536.2768857367514
-259.36098612894597,-1518.0985616811902
-248.18216719628361,-268.9450834626099
-488.31629096488354,-1156.742202977627
-245.6648198499128,-701.4071942113522
-128.48884718077028,-1521.723688715079
-254.75877614938221,-1273.1652935076806
-122.17881400812928,-812.6059908540637
-257.9724336358961,-715.3400493345113
-126.12894307662803,-1498.4098584053904
-305.35988266492626,-810.411530947121
-123.31051066838046,-1026.546911506522
-246.02922104242214,-1063.8494674260382
-384.7758597397414,-942.14027248694
-1.576775049010678,-1095.4511238362725
-129.1052391217071,-1010.0544797585746
-255.6636832769012,-973.8746926120272
-238.94146033531922,-803.0194516026313
-538.4001181601824,-797.6486218399726
-247.1975062546179,-1018.725210437792
